date,club,country,elo
2016-12-15,Nice,FRA,1711.82
2016-12-15,Nimes,FRA,1427.36
2016-12-15,Norwich,ENG,1536.51
2016-12-15,Nottm Forest,ENG,1445.5
2016-12-15,Novara,ITA,1421.58
2016-12-15,Numancia,ESP,1538.21
2016-12-15,Nurnberg,GER,1550.68
2016-12-15,Osasuna,ESP,1570.27
2016-12-15,Oviedo,ESP,1533.83
2016-12-15,Palermo,ITA,1486.33
2016-12-15,Paris SG,FRA,1861.97
2016-12-15,Perugia,ITA,1439.07
2016-12-15,Pescara,ITA,1459.94
2016-12-15,QPR,ENG,1429.89
2016-12-15,RB Leipzig,GER,1685.66
2016-12-15,Reading,ENG,1451.95
2016-12-15,Real Madrid,ESP,2050.4
2016-12-15,Reims,FRA,1511.99
2016-12-15,Rennes,FRA,1607.06
2016-12-15,Rizespor,TUR,1390.45
2016-12-15,Roma,ITA,1788.27
2016-12-15,Salernitana,ITA,1395.02
2016-12-15,Sampdoria,ITA,1578.5
2016-12-15,Sassuolo,ITA,1613.96
2016-12-15,Schalke 04,GER,1742.88
2016-12-15,Sevilla,ESP,1826.68
2016-12-15,Sochaux,FRA,1462.13
2016-12-15,Sociedad,ESP,1763.55
2016-12-15,Southampton,ENG,1729.3
2016-12-15,Sp Gijon,ESP,1643.65
2016-12-15,Spal,ITA,1447.32
2016-12-15,Spezia,ITA,1434.74
2016-12-15,St Etienne,FRA,1675.94
2016-12-15,St Pauli,GER,1428.64
2016-12-15,Stoke,ENG,1672.3
2016-12-15,Strasbourg,FRA,1401.53
2016-12-15,Stuttgart,GER,1606.89
2016-12-15,Sunderland,ENG,1608.32
2016-12-15,Swansea,ENG,1637.93
2016-12-15,Tenerife,ESP,1539.07
2016-12-15,Torino,ITA,1639.15
2016-12-15,Tottenham,ENG,1810.0
2016-12-15,Toulouse,FRA,1602.97
2016-12-15,Trabzonspor,TUR,1432.58
2016-12-15,Troyes,FRA,1466.98
2016-12-15,Udinese,ITA,1568.2
2016-12-15,Union Berlin,GER,1531.97
2016-12-15,Valencia,ESP,1690.84
2016-12-15,Valenciennes,FRA,1420.26
2016-12-15,Valladolid,ESP,1557.2
2016-12-15,Vallecano,ESP,1612.69
2016-12-15,Verona,ITA,1509.86
2016-12-15,Vicenza,ITA,1351.22
2016-12-15,Villarreal,ESP,1764.6
2016-12-15,Watford,ENG,1637.73
2016-12-15,Werder Bremen,GER,1639.2
2016-12-15,West Brom,ENG,1675.92
2016-12-15,West Ham,ENG,1659.71
2016-12-15,Wigan,ENG,1356.89
2016-12-15,Wolfsburg,GER,1680.25
2016-12-15,Wolves,ENG,1437.69
2016-12-15,Zaragoza,ESP,1553.29
2017-01-01,Adanaspor,TUR,1358.95
2017-01-01,Ajaccio,FRA,1380.17
2017-01-01,Akhisar Belediyespor,TUR,1465.49
2017-01-01,Alanyaspor,TUR,1402.34
2017-01-01,Alaves,ESP,1646.58
2017-01-01,Almeria,ESP,1536.92
2017-01-01,Amiens,FRA,1408.06
2017-01-01,Angers,FRA,1537.24
2017-01-01,Ankaraspor,TUR,1561.74
2017-01-01,Antalyaspor,TUR,1474.92
2017-01-01,Arsenal,ENG,1871.21
2017-01-01,Ascoli,ITA,1383.59
2017-01-01,Aston Villa,ENG,1504.53
2017-01-01,Atalanta,ITA,1634.33
2017-01-01,Ath Bilbao,ESP,1778.67
2017-01-01,Ath Madrid,ESP,1935.48
2017-01-01,Augsburg,GER,1667.02
2017-01-01,Auxerre,FRA,1401.72
2017-01-01,Barcelona,ESP,2017.79
2017-01-01,Bari,ITA,1431.14
2017-01-01,Bastia,FRA,1569.39
2017-01-01,Bayern Munich,GER,2007.81
2017-01-01,Benevento,ITA,1451.91
2017-01-01,Besiktas,TUR,1679.4
2017-01-01,Betis,ESP,1674.24
2017-01-01,Bielefeld,GER,1420.89
2017-01-01,Birmingham,ENG,1459.3
2017-01-01,Blackburn,ENG,1412.86
2017-01-01,Bochum,GER,1487.16
2017-01-01,Bologna,ITA,1545.92
2017-01-01,Bordeaux,FRA,1591.76
2017-01-01,Bournemouth,ENG,1639.61
2017-01-01,Braunschweig,GER,1533.54
2017-01-01,Brentford,ENG,1462.87
2017-01-01,Brescia,ITA,1385.51
2017-01-01,Brest,FRA,1454.93
2017-01-01,Brighton,ENG,1612.8
2017-01-01,Burnley,ENG,1636.49
2017-01-01,Bursaspor,TUR,1504.43
2017-01-01,Buyuksehyr,TUR,1619.19
2017-01-01,Cadiz,ESP,1542.65
2017-01-01,Caen,FRA,1553.32
2017-01-01,Cagliari,ITA,1536.12
2017-01-01,Cardiff,ENG,1429.03
2017-01-01,Carpi,ITA,1497.96
2017-01-01,Celta,ESP,1727.08
2017-01-01,Cesena,ITA,1419.49
2017-01-01,Chelsea,ENG,1876.37
2017-01-01,Chievo,ITA,1607.91
2017-01-01,Clermont,FRA,1442.28
2017-01-01,Cordoba,ESP,1534.07
2017-01-01,Crotone,ITA,1450.91
2017-01-01,Crystal Palace,ENG,1621.97
2017-01-01,Darmstadt,GER,1540.76
2017-01-01,Derby,ENG,1540.17
2017-01-01,Dijon,FRA,1535.98
2017-01-01,Dortmund,GER,1875.31
2017-01-01,Eibar,ESP,1672.66
2017-01-01,Ein Frankfurt,GER,1713.9
2017-01-01,Elche,ESP,1567.0
2017-01-01,Empoli,ITA,1538.11
2017-01-01,Espanol,ESP,1704.27
2017-01-01,Everton,ENG,1707.4
2017-01-01,FC Koln,GER,1710.89
2017-01-01,Fenerbahce,TUR,1694.69
2017-01-01,Fiorentina,ITA,1682.73
2017-01-01,Fortuna Dusseldorf,GER,1461.85
2017-01-01,Freiburg,GER,1660.65
2017-01-01,Frosinone,ITA,1468.17
2017-01-01,Fulham,ENG,1484.84
2017-01-01,Galatasaray,TUR,1598.3
2017-01-01,Gaziantepspor,TUR,1365.67
2017-01-01,Genclerbirligi,TUR,1505.5
2017-01-01,Genoa,ITA,1609.35
2017-01-01,Getafe,ESP,1627.69
2017-01-01,Girona,ESP,1640.9
2017-01-01,Granada,ESP,1621.42
2017-01-01,Greuther Furth,GER,1433.87
2017-01-01,Guingamp,FRA,1615.67
2017-01-01,Hamburg,GER,1616.85
2017-01-01,Hannover,GER,1591.86
2017-01-01,Heidenheim,GER,1515.2
2017-01-01,Hertha,GER,1707.59
2017-01-01,Hoffenheim,GER,1721.74
2017-01-01,Huddersfield,ENG,1459.05
2017-01-01,Huesca,ESP,1559.2
2017-01-01,Hull,ENG,1550.28
2017-01-01,Ingolstadt,GER,1586.54
2017-01-01,Inter,ITA,1678.82
2017-01-01,Ipswich,ENG,1461.08
2017-01-01,Juventus,ITA,1917.68
2017-01-01,Kaiserslautern,GER,1475.75
2017-01-01,Karabukspor,TUR,1395.28
2017-01-01,Karlsruhe,GER,1457.25
2017-01-01,Kasimpasa,TUR,1465.65
2017-01-01,Kayserispor,TUR,1370.86
2017-01-01,Konyaspor,TUR,1529.79
2017-01-01,La Coruna,ESP,1667.82
2017-01-01,Las Palmas,ESP,1697.55
2017-01-01,Lazio,ITA,1698.6
2017-01-01,Le Havre,FRA,1476.77
2017-01-01,Leeds,ENG,1511.53
2017-01-01,Leganes,ESP,1620.41
2017-01-01,Leicester,ENG,1731.6
2017-01-01,Lens,FRA,1488.15
2017-01-01,Levante,ESP,1649.98
2017-01-01,Leverkusen,GER,1784.06
2017-01-01,Lille,FRA,1612.99
2017-01-01,Liverpool,ENG,1846.62
2017-01-01,Lorient,FRA,1521.94
2017-01-01,Lyon,FRA,1732.15
2017-01-01,Mainz,GER,1677.31
2017-01-01,Malaga,ESP,1724.19
2017-01-01,Mallorca,ESP,1497.06
2017-01-01,Man City,ENG,1849.76
2017-01-01,Man United,ENG,1807.3
2017-01-01,Marseille,FRA,1657.53
2017-01-01,Metz,FRA,1506.68
2017-01-01,MGladbach,GER,1710.69
2017-01-01,Middlesbrough,ENG,1604.71
2017-01-01,Milan,ITA,1693.7
2017-01-01,Monaco,FRA,1779.36
2017-01-01,Montpellier,FRA,1614.49
2017-01-01,Munich 1860,GER,1413.9
2017-01-01,Nancy,FRA,1570.32
2017-01-01,Nantes,FRA,1541.21
2017-01-01,Napoli,ITA,1801.45
2017-01-01,Newcastle,ENG,1636.96
2017-01-01,Nice,FRA,1712.95
2017-01-01,Nimes,FRA,1436.16
2017-01-01,Norwich,ENG,1513.67
2017-01-01,Nottm Forest,ENG,1422.26
2017-01-01,Novara,ITA,1427.79
2017-01-01,Numancia,ESP,1545.3
2017-01-01,Nurnberg,GER,1555.61
2017-01-01,Osasuna,ESP,1564.89
2017-01-01,Oviedo,ESP,1522.82
2017-01-01,Palermo,ITA,1496.08
2017-01-01,Paris SG,FRA,1851.86
2017-01-01,Perugia,ITA,1422.01
2017-01-01,Pescara,ITA,1449.05
2017-01-01,QPR,ENG,1427.84
2017-01-01,RB Leipzig,GER,1693.42
2017-01-01,Reading,ENG,1470.89
2017-01-01,Real Madrid,ESP,2050.4
2017-01-01,Reims,FRA,1519.36
2017-01-01,Rennes,FRA,1598.43
2017-01-01,Rizespor,TUR,1394.11
2017-01-01,Roma,ITA,1788.64
2017-01-01,Salernitana,ITA,1387.07
2017-01-01,Sampdoria,ITA,1570.72
2017-01-01,Sassuolo,ITA,1597.31
2017-01-01,Schalke 04,GER,1728.67
2017-01-01,Sevilla,ESP,1833.13
2017-01-01,Sochaux,FRA,1469.22
2017-01-01,Sociedad,ESP,1773.53
2017-01-01,Southampton,ENG,1714.78
2017-01-01,Sp Gijon,ESP,1633.02
2017-01-01,Spal,ITA,1446.26
2017-01-01,Spezia,ITA,1437.5
2017-01-01,St Etienne,FRA,1660.9
2017-01-01,St Pauli,GER,1428.64
2017-01-01,Stoke,ENG,1663.59
2017-01-01,Strasbourg,FRA,1413.73
2017-01-01,Stuttgart,GER,1589.07
2017-01-01,Sunderland,ENG,1600.66
2017-01-01,Swansea,ENG,1594.86
2017-01-01,Tenerife,ESP,1547.58
2017-01-01,Torino,ITA,1640.7
2017-01-01,Tottenham,ENG,1826.26
2017-01-01,Toulouse,FRA,1588.52
2017-01-01,Trabzonspor,TUR,1423.51
2017-01-01,Troyes,FRA,1459.61
2017-01-01,Udinese,ITA,1575.72
2017-01-01,Union Berlin,GER,1527.65
2017-01-01,Valencia,ESP,1690.84
2017-01-01,Valenciennes,FRA,1421.81
2017-01-01,Valladolid,ESP,1551.03
2017-01-01,Vallecano,ESP,1600.9
2017-01-01,Verona,ITA,1523.11
2017-01-01,Vicenza,ITA,1377.06
2017-01-01,Villarreal,ESP,1775.23
2017-01-01,Watford,ENG,1628.69
2017-01-01,Werder Bremen,GER,1643.56
2017-01-01,West Brom,ENG,1675.0
2017-01-01,West Ham,ENG,1673.26
2017-01-01,Wigan,ENG,1349.19
2017-01-01,Wolfsburg,GER,1698.01
2017-01-01,Wolves,ENG,1446.5
2017-01-01,Zaragoza,ESP,1565.09
2017-01-15,Adanaspor,TUR,1358.95
2017-01-15,Ajaccio,FRA,1392.14
2017-01-15,Akhisar Belediyespor,TUR,1457.37
2017-01-15,Alanyaspor,TUR,1392.3
2017-01-15,Alaves,ESP,1652.33
2017-01-15,Almeria,ESP,1528.61
2017-01-15,Amiens,FRA,1414.5
2017-01-15,Angers,FRA,1536.76
2017-01-15,Ankaraspor,TUR,1561.74
2017-01-15,Antalyaspor,TUR,1474.92
2017-01-15,Arsenal,ENG,1875.97
2017-01-15,Ascoli,ITA,1383.59
2017-01-15,Aston Villa,ENG,1488.36
2017-01-15,Atalanta,ITA,1651.15
2017-01-15,Ath Bilbao,ESP,1771.05
2017-01-15,Ath Madrid,ESP,1943.04
2017-01-15,Augsburg,GER,1667.02
2017-01-15,Auxerre,FRA,1394.73
2017-01-15,Barcelona,ESP,2016.26
2017-01-15,Bari,ITA,1431.14
2017-01-15,Bastia,FRA,1563.03
2017-01-15,Bayern Munich,GER,2007.81
2017-01-15,Benevento,ITA,1451.91
2017-01-15,Besiktas,TUR,1679.4
2017-01-15,Betis,ESP,1679.1
2017-01-15,Bielefeld,GER,1420.89
2017-01-15,Birmingham,ENG,1443.35
2017-01-15,Blackburn,ENG,1419.08
2017-01-15,Bochum,GER,1487.16
2017-01-15,Bologna,ITA,1552.33
2017-01-15,Bordeaux,FRA,1592.24
2017-01-15,Bournemouth,ENG,1631.47
2017-01-15,Braunschweig,GER,1533.54
2017-01-15,Brentford,ENG,1470.46
2017-01-15,Brescia,ITA,1385.51
2017-01-15,Brest,FRA,1461.62
2017-01-15,Brighton,ENG,1604.32
2017-01-15,Burnley,ENG,1642.42
2017-01-15,Bursaspor,TUR,1492.62
2017-01-15,Buyuksehyr,TUR,1623.49
2017-01-15,Cadiz,ESP,1543.35
2017-01-15,Caen,FRA,1553.32
2017-01-15,Cagliari,ITA,1533.4
2017-01-15,Cardiff,ENG,1446.06
2017-01-15,Carpi,ITA,1497.96
2017-01-15,Celta,ESP,1735.0
2017-01-15,Cesena,ITA,1419.49
2017-01-15,Chelsea,ENG,1876.33
2017-01-15,Chievo,ITA,1585.45
2017-01-15,Clermont,FRA,1454.44
2017-01-15,Cordoba,ESP,1533.22
2017-01-15,Crotone,ITA,1441.24
2017-01-15,Crystal Palace,ENG,1600.11
2017-01-15,Darmstadt,GER,1540.76
2017-01-15,Derby,ENG,1521.0
2017-01-15,Dijon,FRA,1540.04
2017-01-15,Dortmund,GER,1875.31
2017-01-15,Eibar,ESP,1666.71
2017-01-15,Ein Frankfurt,GER,1713.9
2017-01-15,Elche,ESP,1549.01
2017-01-15,Empoli,ITA,1543.16
2017-01-15,Espanol,ESP,1700.63
2017-01-15,Everton,ENG,1719.02
2017-01-15,FC Koln,GER,1710.89
2017-01-15,Fenerbahce,TUR,1694.69
2017-01-15,Fiorentina,ITA,1682.73
2017-01-15,Fortuna Dusseldorf,GER,1461.85
2017-01-15,Freiburg,GER,1660.65
2017-01-15,Frosinone,ITA,1468.17
2017-01-15,Fulham,ENG,1486.07
2017-01-15,Galatasaray,TUR,1606.39
2017-01-15,Gaziantepspor,TUR,1365.67
2017-01-15,Genclerbirligi,TUR,1505.5
2017-01-15,Genoa,ITA,1603.79
2017-01-15,Getafe,ESP,1636.0
2017-01-15,Girona,ESP,1652.86
2017-01-15,Granada,ESP,1620.22
2017-01-15,Greuther Furth,GER,1433.87
2017-01-15,Guingamp,FRA,1603.55
2017-01-15,Hamburg,GER,1616.85
2017-01-15,Hannover,GER,1591.86
2017-01-15,Heidenheim,GER,1515.2
2017-01-15,Hertha,GER,1707.59
2017-01-15,Hoffenheim,GER,1721.74
2017-01-15,Huddersfield,ENG,1458.63
2017-01-15,Huesca,ESP,1561.53
2017-01-15,Hull,ENG,1557.51
2017-01-15,Ingolstadt,GER,1586.54
2017-01-15,Inter,ITA,1692.04
2017-01-15,Ipswich,ENG,1459.56
2017-01-15,Juventus,ITA,1919.23
2017-01-15,Kaiserslautern,GER,1475.75
2017-01-15,Karabukspor,TUR,1403.4
2017-01-15,Karlsruhe,GER,1457.25
2017-01-15,Kasimpasa,TUR,1465.65
2017-01-15,Kayserispor,TUR,1366.56
2017-01-15,Konyaspor,TUR,1521.7
2017-01-15,La Coruna,ESP,1671.89
2017-01-15,Las Palmas,ESP,1699.3
2017-01-15,Lazio,ITA,1700.3
2017-01-15,Le Havre,FRA,1477.7
2017-01-15,Leeds,ENG,1523.24
2017-01-15,Leganes,ESP,1615.81
2017-01-15,Leicester,ENG,1719.21
2017-01-15,Lens,FRA,1495.48
2017-01-15,Levante,ESP,1661.42
2017-01-15,Leverkusen,GER,1784.06
2017-01-15,Lille,FRA,1612.26
2017-01-15,Liverpool,ENG,1841.74
2017-01-15,Lorient,FRA,1534.06
2017-01-15,Lyon,FRA,1732.15
2017-01-15,Mainz,GER,1677.31
2017-01-15,Malaga,ESP,1716.28
2017-01-15,Mallorca,ESP,1504.93
2017-01-15,Man City,ENG,1852.16
2017-01-15,Man United,ENG,1815.99
2017-01-15,Marseille,FRA,1657.53
2017-01-15,Metz,FRA,1506.68
2017-01-15,MGladbach,GER,1710.69
2017-01-15,Middlesbrough,ENG,1608.53
2017-01-15,Milan,ITA,1696.42
2017-01-15,Monaco,FRA,1779.36
2017-01-15,Montpellier,FRA,1610.43
2017-01-15,Munich 1860,GER,1413.9
2017-01-15,Nancy,FRA,1576.68
2017-01-15,Nantes,FRA,1552.55
2017-01-15,Napoli,ITA,1803.28
2017-01-15,Newcastle,ENG,1630.54
2017-01-15,Nice,FRA,1712.95
2017-01-15,Nimes,FRA,1435.22
2017-01-15,Norwich,ENG,1514.52
2017-01-15,Nottm Forest,ENG,1415.65
2017-01-15,Novara,ITA,1427.79
2017-01-15,Numancia,ESP,1558.2
2017-01-15,Nurnberg,GER,1555.61
2017-01-15,Osasuna,ESP,1565.8
2017-01-15,Oviedo,ESP,1520.89
2017-01-15,Palermo,ITA,1491.03
2017-01-15,Paris SG,FRA,1855.63
2017-01-15,Perugia,ITA,1422.01
2017-01-15,Pescara,ITA,1449.05
2017-01-15,QPR,ENG,1446.27
2017-01-15,RB Leipzig,GER,1693.42
2017-01-15,Reading,ENG,1467.77
2017-01-15,Real Madrid,ESP,2051.6
2017-01-15,Reims,FRA,1509.84
2017-01-15,Rennes,FRA,1594.66
2017-01-15,Rizespor,TUR,1404.15
2017-01-15,Roma,ITA,1794.2
2017-01-15,Salernitana,ITA,1387.07
2017-01-15,Sampdoria,ITA,1568.89
2017-01-15,Sassuolo,ITA,1596.06
2017-01-15,Schalke 04,GER,1728.67
2017-01-15,Sevilla,ESP,1850.85
2017-01-15,Sochaux,FRA,1469.22
2017-01-15,Sociedad,ESP,1755.81
2017-01-15,Southampton,ENG,1694.83
2017-01-15,Sp Gijon,ESP,1628.8
2017-01-15,Spal,ITA,1446.26
2017-01-15,Spezia,ITA,1437.5
2017-01-15,St Etienne,FRA,1661.63
2017-01-15,St Pauli,GER,1428.64
2017-01-15,Stoke,ENG,1682.38
2017-01-15,Strasbourg,FRA,1407.29
2017-01-15,Stuttgart,GER,1589.07
2017-01-15,Sunderland,ENG,1594.44
2017-01-15,Swansea,ENG,1598.42
2017-01-15,Tenerife,ESP,1555.62
2017-01-15,Torino,ITA,1641.95
2017-01-15,Tottenham,ENG,1851.05
2017-01-15,Toulouse,FRA,1577.18
2017-01-15,Trabzonspor,TUR,1435.32
2017-01-15,Troyes,FRA,1447.64
2017-01-15,Udinese,ITA,1568.13
2017-01-15,Union Berlin,GER,1527.65
2017-01-15,Valencia,ESP,1689.94
2017-01-15,Valenciennes,FRA,1421.81
2017-01-15,Valladolid,ESP,1566.32
2017-01-15,Vallecano,ESP,1596.93
2017-01-15,Verona,ITA,1523.11
2017-01-15,Vicenza,ITA,1377.06
2017-01-15,Villarreal,ESP,1778.82
2017-01-15,Watford,ENG,1610.99
2017-01-15,Werder Bremen,GER,1643.56
2017-01-15,West Brom,ENG,1674.35
2017-01-15,West Ham,ENG,1673.5
2017-01-15,Wigan,ENG,1357.07
2017-01-15,Wolfsburg,GER,1698.01
2017-01-15,Wolves,ENG,1458.2
2017-01-15,Zaragoza,ESP,1547.23
2017-02-01,Adanaspor,TUR,1391.72
2017-02-01,Ajaccio,FRA,1390.82
2017-02-01,Akhisar Belediyespor,TUR,1444.76
2017-02-01,Alanyaspor,TUR,1383.36
2017-02-01,Alaves,ESP,1650.12
2017-02-01,Almeria,ESP,1527.18
2017-02-01,Amiens,FRA,1416.51
2017-02-01,Angers,FRA,1539.1
2017-02-01,Ankaraspor,TUR,1541.27
2017-02-01,Antalyaspor,TUR,1502.54
2017-02-01,Arsenal,ENG,1862.85
2017-02-01,Ascoli,ITA,1387.09
2017-02-01,Aston Villa,ENG,1474.53
2017-02-01,Atalanta,ITA,1652.37
2017-02-01,Ath Bilbao,ESP,1776.16
2017-02-01,Ath Madrid,ESP,1935.47
2017-02-01,Augsburg,GER,1666.57
2017-02-01,Auxerre,FRA,1392.77
2017-02-01,Barcelona,ESP,2015.28
2017-02-01,Bari,ITA,1419.63
2017-02-01,Bastia,FRA,1562.8
2017-02-01,Bayern Munich,GER,2011.81
2017-02-01,Benevento,ITA,1455.76
2017-02-01,Besiktas,TUR,1699.86
2017-02-01,Betis,ESP,1681.24
2017-02-01,Bielefeld,GER,1415.04
2017-02-01,Birmingham,ENG,1429.31
2017-02-01,Blackburn,ENG,1417.89
2017-02-01,Bochum,GER,1481.79
2017-02-01,Bologna,ITA,1565.83
2017-02-01,Bordeaux,FRA,1611.47
2017-02-01,Bournemouth,ENG,1613.71
2017-02-01,Braunschweig,GER,1533.46
2017-02-01,Brentford,ENG,1473.08
2017-02-01,Brescia,ITA,1365.45
2017-02-01,Brest,FRA,1459.01
2017-02-01,Brighton,ENG,1612.42
2017-02-01,Burnley,ENG,1648.4
2017-02-01,Bursaspor,TUR,1476.62
2017-02-01,Buyuksehyr,TUR,1621.93
2017-02-01,Cadiz,ESP,1550.35
2017-02-01,Caen,FRA,1559.59
2017-02-01,Cagliari,ITA,1542.97
2017-02-01,Cardiff,ENG,1451.91
2017-02-01,Carpi,ITA,1480.22
2017-02-01,Celta,ESP,1744.55
2017-02-01,Cesena,ITA,1418.55
2017-02-01,Chelsea,ENG,1878.69
2017-02-01,Chievo,ITA,1585.82
2017-02-01,Clermont,FRA,1444.88
2017-02-01,Cordoba,ESP,1517.04
2017-02-01,Crotone,ITA,1462.26
2017-02-01,Crystal Palace,ENG,1609.36
2017-02-01,Darmstadt,GER,1531.45
2017-02-01,Derby,ENG,1540.16
2017-02-01,Dijon,FRA,1549.48
2017-02-01,Dortmund,GER,1875.13
2017-02-01,Eibar,ESP,1679.18
2017-02-01,Ein Frankfurt,GER,1712.3
2017-02-01,Elche,ESP,1561.47
2017-02-01,Empoli,ITA,1537.53
2017-02-01,Espanol,ESP,1714.45
2017-02-01,Everton,ENG,1744.8
2017-02-01,FC Koln,GER,1724.04
2017-02-01,Fenerbahce,TUR,1666.65
2017-02-01,Fiorentina,ITA,1702.33
2017-02-01,Fortuna Dusseldorf,GER,1445.39
2017-02-01,Freiburg,GER,1666.06
2017-02-01,Frosinone,ITA,1465.14
2017-02-01,Fulham,ENG,1480.12
2017-02-01,Galatasaray,TUR,1603.3
2017-02-01,Gaziantepspor,TUR,1344.81
2017-02-01,Genclerbirligi,TUR,1492.46
2017-02-01,Genoa,ITA,1590.17
2017-02-01,Getafe,ESP,1613.55
2017-02-01,Girona,ESP,1653.23
2017-02-01,Granada,ESP,1606.44
2017-02-01,Greuther Furth,GER,1426.95
2017-02-01,Guingamp,FRA,1595.52
2017-02-01,Hamburg,GER,1601.84
2017-02-01,Hannover,GER,1595.9
2017-02-01,Heidenheim,GER,1505.18
2017-02-01,Hertha,GER,1693.19
2017-02-01,Hoffenheim,GER,1726.27
2017-02-01,Huddersfield,ENG,1467.74
2017-02-01,Huesca,ESP,1541.69
2017-02-01,Hull,ENG,1555.68
2017-02-01,Ingolstadt,GER,1593.29
2017-02-01,Inter,ITA,1699.76
2017-02-01,Ipswich,ENG,1439.55
2017-02-01,Juventus,ITA,1915.11
2017-02-01,Kaiserslautern,GER,1471.72
2017-02-01,Karabukspor,TUR,1408.11
2017-02-01,Karlsruhe,GER,1463.1
2017-02-01,Kasimpasa,TUR,1455.13
2017-02-01,Kayserispor,TUR,1395.62
2017-02-01,Konyaspor,TUR,1519.76
2017-02-01,La Coruna,ESP,1666.9
2017-02-01,Las Palmas,ESP,1704.38
2017-02-01,Lazio,ITA,1688.54
2017-02-01,Le Havre,FRA,1460.42
2017-02-01,Leeds,ENG,1520.42
2017-02-01,Leganes,ESP,1608.67
2017-02-01,Leicester,ENG,1699.12
2017-02-01,Lens,FRA,1471.27
2017-02-01,Levante,ESP,1662.56
2017-02-01,Leverkusen,GER,1779.28
2017-02-01,Lille,FRA,1624.9
2017-02-01,Liverpool,ENG,1827.38
2017-02-01,Lorient,FRA,1521.28
2017-02-01,Lyon,FRA,1715.27
2017-02-01,Mainz,GER,1680.44
2017-02-01,Malaga,ESP,1700.78
2017-02-01,Mallorca,ESP,1511.43
2017-02-01,Man City,ENG,1831.11
2017-02-01,Man United,ENG,1813.0
2017-02-01,Marseille,FRA,1650.08
2017-02-01,Metz,FRA,1519.46
2017-02-01,MGladbach,GER,1719.24
2017-02-01,Middlesbrough,ENG,1597.38
2017-02-01,Milan,ITA,1680.66
2017-02-01,Monaco,FRA,1798.02
2017-02-01,Montpellier,FRA,1587.58
2017-02-01,Munich 1860,GER,1420.82
2017-02-01,Nancy,FRA,1563.36
2017-02-01,Nantes,FRA,1557.89
2017-02-01,Napoli,ITA,1803.61
2017-02-01,Newcastle,ENG,1633.46
2017-02-01,Nice,FRA,1710.06
2017-02-01,Nimes,FRA,1448.13
2017-02-01,Norwich,ENG,1528.12
2017-02-01,Nottm Forest,ENG,1421.42
2017-02-01,Novara,ITA,1417.14
2017-02-01,Numancia,ESP,1565.26
2017-02-01,Nurnberg,GER,1544.01
2017-02-01,Osasuna,ESP,1567.65
2017-02-01,Oviedo,ESP,1517.27
2017-02-01,Palermo,ITA,1487.97
2017-02-01,Paris SG,FRA,1856.37
2017-02-01,Perugia,ITA,1422.02
2017-02-01,Pescara,ITA,1436.31
2017-02-01,QPR,ENG,1433.04
2017-02-01,RB Leipzig,GER,1712.63
2017-02-01,Reading,ENG,1483.84
2017-02-01,Real Madrid,ESP,2044.52
2017-02-01,Reims,FRA,1512.67
2017-02-01,Rennes,FRA,1593.77
2017-02-01,Rizespor,TUR,1406.97
2017-02-01,Roma,ITA,1788.47
2017-02-01,Salernitana,ITA,1389.38
2017-02-01,Sampdoria,ITA,1573.5
2017-02-01,Sassuolo,ITA,1606.58
2017-02-01,Schalke 04,GER,1721.69
2017-02-01,Sevilla,ESP,1850.84
2017-02-01,Sochaux,FRA,1449.13
2017-02-01,Sociedad,ESP,1771.65
2017-02-01,Southampton,ENG,1698.14
2017-02-01,Sp Gijon,ESP,1620.66
2017-02-01,Spal,ITA,1455.27
2017-02-01,Spezia,ITA,1435.73
2017-02-01,St Etienne,FRA,1678.62
2017-02-01,St Pauli,GER,1423.25
2017-02-01,Stoke,ENG,1684.28
2017-02-01,Strasbourg,FRA,1410.49
2017-02-01,Stuttgart,GER,1594.45
2017-02-01,Sunderland,ENG,1593.02
2017-02-01,Swansea,ENG,1622.07
2017-02-01,Tenerife,ESP,1564.28
2017-02-01,Torino,ITA,1627.57
2017-02-01,Tottenham,ENG,1847.3
2017-02-01,Toulouse,FRA,1558.09
2017-02-01,Trabzonspor,TUR,1454.96
2017-02-01,Troyes,FRA,1446.92
2017-02-01,Udinese,ITA,1566.49
2017-02-01,Union Berlin,GER,1533.02
2017-02-01,Valencia,ESP,1705.16
2017-02-01,Valenciennes,FRA,1423.92
2017-02-01,Valladolid,ESP,1566.04
2017-02-01,Vallecano,ESP,1586.53
2017-02-01,Verona,ITA,1514.66
2017-02-01,Vicenza,ITA,1381.95
2017-02-01,Villarreal,ESP,1765.12
2017-02-01,Watford,ENG,1628.61
2017-02-01,Werder Bremen,GER,1637.99
2017-02-01,West Brom,ENG,1680.44
2017-02-01,West Ham,ENG,1685.08
2017-02-01,Wigan,ENG,1366.36
2017-02-01,Wolfsburg,GER,1691.56
2017-02-01,Wolves,ENG,1464.39
2017-02-01,Zaragoza,ESP,1536.33
2017-02-15,Adanaspor,TUR,1384.38
2017-02-15,Ajaccio,FRA,1406.02
2017-02-15,Akhisar Belediyespor,TUR,1450.15
2017-02-15,Alanyaspor,TUR,1399.05
2017-02-15,Alaves,ESP,1649.76
2017-02-15,Almeria,ESP,1516.06
2017-02-15,Amiens,FRA,1447.74
2017-02-15,Angers,FRA,1549.21
2017-02-15,Ankaraspor,TUR,1529.1
2017-02-15,Antalyaspor,TUR,1505.1
2017-02-15,Arsenal,ENG,1856.79
