date,club,country,elo
2015-02-15,FC Koln,GER,1632.82
2015-02-15,Fenerbahce,TUR,1720.9
2015-02-15,Fiorentina,ITA,1717.33
2015-02-15,Fortuna Dusseldorf,GER,1534.8
2015-02-15,Freiburg,GER,1644.07
2015-02-15,Frosinone,ITA,1375.37
2015-02-15,Fulham,ENG,1479.88
2015-02-15,Galatasaray,TUR,1656.23
2015-02-15,Gaziantepspor,TUR,1467.96
2015-02-15,Genclerbirligi,TUR,1499.89
2015-02-15,Genoa,ITA,1611.81
2015-02-15,Getafe,ESP,1679.01
2015-02-15,Girona,ESP,1631.97
2015-02-15,Granada,ESP,1639.7
2015-02-15,Greuther Furth,GER,1506.39
2015-02-15,Guingamp,FRA,1573.75
2015-02-15,Hamburg,GER,1621.46
2015-02-15,Hannover,GER,1668.03
2015-02-15,Heidenheim,GER,1447.31
2015-02-15,Hertha,GER,1629.9
2015-02-15,Hoffenheim,GER,1696.46
2015-02-15,Huddersfield,ENG,1440.71
2015-02-15,Hull,ENG,1584.38
2015-02-15,Ingolstadt,GER,1550.51
2015-02-15,Inter,ITA,1653.21
2015-02-15,Ipswich,ENG,1566.34
2015-02-15,Juventus,ITA,1895.39
2015-02-15,Kaiserslautern,GER,1571.76
2015-02-15,Karabukspor,TUR,1481.52
2015-02-15,Karlsruhe,GER,1542.48
2015-02-15,Kasimpasa,TUR,1505.79
2015-02-15,Konyaspor,TUR,1467.58
2015-02-15,La Coruna,ESP,1653.62
2015-02-15,Las Palmas,ESP,1638.23
2015-02-15,Lazio,ITA,1659.39
2015-02-15,Le Havre,FRA,1451.82
2015-02-15,Leeds,ENG,1449.61
2015-02-15,Leganes,ESP,1531.92
2015-02-15,Leicester,ENG,1586.08
2015-02-15,Lens,FRA,1496.06
2015-02-15,Levante,ESP,1680.92
2015-02-15,Leverkusen,GER,1785.76
2015-02-15,Lille,FRA,1633.79
2015-02-15,Liverpool,ENG,1820.64
2015-02-15,Livorno,ITA,1473.63
2015-02-15,Lorient,FRA,1566.14
2015-02-15,Lyon,FRA,1751.13
2015-02-15,Mainz,GER,1669.86
2015-02-15,Malaga,ESP,1737.39
2015-02-15,Mallorca,ESP,1528.58
2015-02-15,Man City,ENG,1927.44
2015-02-15,Man United,ENG,1845.48
2015-02-15,Marseille,FRA,1688.88
2015-02-15,Mersin Idman Yurdu,TUR,1472.62
2015-02-15,Metz,FRA,1493.67
2015-02-15,MGladbach,GER,1777.54
2015-02-15,Middlesbrough,ENG,1593.64
2015-02-15,Milan,ITA,1677.69
2015-02-15,Modena,ITA,1434.12
2015-02-15,Monaco,FRA,1724.42
2015-02-15,Montpellier,FRA,1617.76
2015-02-15,Munich 1860,GER,1438.36
2015-02-15,Nancy,FRA,1501.79
2015-02-15,Nantes,FRA,1563.03
2015-02-15,Napoli,ITA,1749.03
2015-02-15,Newcastle,ENG,1667.52
2015-02-15,Nice,FRA,1577.21
2015-02-15,Nimes,FRA,1435.59
2015-02-15,Norwich,ENG,1583.6
2015-02-15,Nottm Forest,ENG,1464.21
2015-02-15,Numancia,ESP,1571.77
2015-02-15,Nurnberg,GER,1523.39
2015-02-15,Osasuna,ESP,1589.32
2015-02-15,Paderborn,GER,1578.91
2015-02-15,Palermo,ITA,1614.25
2015-02-15,Paris SG,FRA,1830.68
2015-02-15,Parma,ITA,1523.26
2015-02-15,Perugia,ITA,1360.25
2015-02-15,Pescara,ITA,1413.96
2015-02-15,QPR,ENG,1574.7
2015-02-15,RB Leipzig,GER,1451.22
2015-02-15,Reading,ENG,1473.32
2015-02-15,Real Madrid,ESP,2065.68
2015-02-15,Recreativo,ESP,1481.54
2015-02-15,Reims,FRA,1534.45
2015-02-15,Rennes,FRA,1555.57
2015-02-15,Rizespor,TUR,1455.6
2015-02-15,Roma,ITA,1769.33
2015-02-15,Sampdoria,ITA,1613.79
2015-02-15,Santander,ESP,1509.64
2015-02-15,Sassuolo,ITA,1574.15
2015-02-15,Schalke 04,GER,1779.3
2015-02-15,Sevilla,ESP,1825.23
2015-02-15,Sivasspor,TUR,1502.37
2015-02-15,Sochaux,FRA,1516.98
2015-02-15,Sociedad,ESP,1733.49
2015-02-15,Southampton,ENG,1773.24
2015-02-15,Sp Gijon,ESP,1651.83
2015-02-15,Spezia,ITA,1419.8
2015-02-15,St Etienne,FRA,1674.65
2015-02-15,St Pauli,GER,1411.88
2015-02-15,Stoke,ENG,1695.34
2015-02-15,Stuttgart,GER,1613.32
2015-02-15,Sunderland,ENG,1629.73
2015-02-15,Swansea,ENG,1668.94
2015-02-15,Tenerife,ESP,1491.59
2015-02-15,Torino,ITA,1654.2
2015-02-15,Tottenham,ENG,1788.37
2015-02-15,Toulouse,FRA,1546.49
2015-02-15,Trabzonspor,TUR,1597.97
2015-02-15,Troyes,FRA,1550.11
2015-02-15,Udinese,ITA,1605.24
2015-02-15,Union Berlin,GER,1470.34
2015-02-15,Valencia,ESP,1844.35
2015-02-15,Valenciennes,FRA,1403.68
2015-02-15,Valladolid,ESP,1681.04
2015-02-15,Vallecano,ESP,1657.57
2015-02-15,Verona,ITA,1559.13
2015-02-15,Vicenza,ITA,1401.34
2015-02-15,Villarreal,ESP,1822.5
2015-02-15,Watford,ENG,1556.72
2015-02-15,Werder Bremen,GER,1671.6
2015-02-15,West Brom,ENG,1625.97
2015-02-15,West Ham,ENG,1708.87
2015-02-15,Wigan,ENG,1425.72
2015-02-15,Wolfsburg,GER,1842.9
2015-02-15,Wolves,ENG,1469.7
2015-02-15,Zaragoza,ESP,1603.08
2015-03-01,Ajaccio,FRA,1438.22
2015-03-01,Akhisar Belediyespor,TUR,1461.6
2015-03-01,Alaves,ESP,1547.57
2015-03-01,Albacete,ESP,1495.97
2015-03-01,Almeria,ESP,1655.38
2015-03-01,Angers,FRA,1490.24
2015-03-01,Arles,FRA,1345.39
2015-03-01,Arsenal,ENG,1835.8
2015-03-01,Aston Villa,ENG,1563.09
2015-03-01,Atalanta,ITA,1578.82
2015-03-01,Ath Bilbao,ESP,1740.25
2015-03-01,Ath Madrid,ESP,1962.38
2015-03-01,Augsburg,GER,1715.96
2015-03-01,Auxerre,FRA,1458.31
2015-03-01,Balikesirspor,TUR,1380.86
2015-03-01,Barcelona,ESP,2027.92
2015-03-01,Bari,ITA,1436.65
2015-03-01,Bastia,FRA,1580.39
2015-03-01,Bayern Munich,GER,2037.22
2015-03-01,Besiktas,TUR,1678.0
2015-03-01,Betis,ESP,1669.38
2015-03-01,Birmingham,ENG,1434.05
2015-03-01,Blackburn,ENG,1489.96
2015-03-01,Blackpool,ENG,1324.41
2015-03-01,Bochum,GER,1444.32
2015-03-01,Bologna,ITA,1517.86
2015-03-01,Bolton,ENG,1457.35
2015-03-01,Bordeaux,FRA,1623.47
2015-03-01,Bournemouth,ENG,1542.48
2015-03-01,Braunschweig,GER,1522.52
2015-03-01,Brentford,ENG,1484.87
2015-03-01,Brescia,ITA,1405.17
2015-03-01,Brest,FRA,1512.49
2015-03-01,Brighton,ENG,1466.93
2015-03-01,Burnley,ENG,1571.16
2015-03-01,Bursaspor,TUR,1568.75
2015-03-01,Buyuksehyr,TUR,1511.46
2015-03-01,Caen,FRA,1588.92
2015-03-01,Cagliari,ITA,1556.19
2015-03-01,Cardiff,ENG,1463.56
2015-03-01,Carpi,ITA,1503.23
2015-03-01,Catania,ITA,1445.74
2015-03-01,Celta,ESP,1745.65
2015-03-01,Cesena,ITA,1470.63
2015-03-01,Charlton,ENG,1450.25
2015-03-01,Chelsea,ENG,1928.43
2015-03-01,Chievo,ITA,1561.44
2015-03-01,Clermont,FRA,1403.18
2015-03-01,Cordoba,ESP,1593.17
2015-03-01,Crotone,ITA,1390.67
2015-03-01,Crystal Palace,ENG,1632.51
2015-03-01,Darmstadt,GER,1490.27
2015-03-01,Derby,ENG,1597.61
2015-03-01,Dijon,FRA,1493.79
2015-03-01,Dortmund,GER,1816.88
2015-03-01,Eibar,ESP,1648.41
2015-03-01,Ein Frankfurt,GER,1681.47
2015-03-01,Elche,ESP,1654.94
2015-03-01,Empoli,ITA,1571.54
2015-03-01,Erciyesspor,TUR,1432.72
2015-03-01,Eskisehirspor,TUR,1481.45
2015-03-01,Espanol,ESP,1708.96
2015-03-01,Everton,ENG,1741.85
2015-03-01,Evian Thonon Gaillard,FRA,1554.21
2015-03-01,FC Koln,GER,1628.73
2015-03-01,Fenerbahce,TUR,1699.19
2015-03-01,Fiorentina,ITA,1751.71
2015-03-01,Fortuna Dusseldorf,GER,1519.85
2015-03-01,Freiburg,GER,1651.04
2015-03-01,Frosinone,ITA,1411.37
2015-03-01,Fulham,ENG,1470.39
2015-03-01,Galatasaray,TUR,1666.34
2015-03-01,Gaziantepspor,TUR,1461.24
2015-03-01,Genclerbirligi,TUR,1493.84
2015-03-01,Genoa,ITA,1641.3
2015-03-01,Getafe,ESP,1680.49
2015-03-01,Girona,ESP,1627.07
2015-03-01,Granada,ESP,1633.67
2015-03-01,Greuther Furth,GER,1502.16
2015-03-01,Guingamp,FRA,1569.59
2015-03-01,Hamburg,GER,1617.29
2015-03-01,Hannover,GER,1652.71
2015-03-01,Heidenheim,GER,1436.68
2015-03-01,Hertha,GER,1622.81
2015-03-01,Hoffenheim,GER,1703.73
2015-03-01,Huddersfield,ENG,1429.93
2015-03-01,Hull,ENG,1575.11
2015-03-01,Ingolstadt,GER,1546.66
2015-03-01,Inter,ITA,1698.07
2015-03-01,Ipswich,ENG,1548.97
2015-03-01,Juventus,ITA,1910.7
2015-03-01,Kaiserslautern,GER,1562.16
2015-03-01,Karabukspor,TUR,1474.02
2015-03-01,Karlsruhe,GER,1538.33
2015-03-01,Kasimpasa,TUR,1505.34
2015-03-01,Konyaspor,TUR,1450.29
2015-03-01,La Coruna,ESP,1646.8
2015-03-01,Las Palmas,ESP,1643.24
2015-03-01,Lazio,ITA,1692.06
2015-03-01,Le Havre,FRA,1466.76
2015-03-01,Leeds,ENG,1434.69
2015-03-01,Leganes,ESP,1551.52
2015-03-01,Leicester,ENG,1580.04
2015-03-01,Lens,FRA,1484.22
2015-03-01,Levante,ESP,1676.66
2015-03-01,Leverkusen,GER,1794.34
2015-03-01,Lille,FRA,1640.08
2015-03-01,Liverpool,ENG,1813.53
2015-03-01,Livorno,ITA,1472.96
2015-03-01,Lorient,FRA,1583.33
2015-03-01,Lyon,FRA,1745.37
2015-03-01,Mainz,GER,1669.28
2015-03-01,Malaga,ESP,1759.67
2015-03-01,Mallorca,ESP,1557.63
2015-03-01,Man City,ENG,1913.67
2015-03-01,Man United,ENG,1826.29
2015-03-01,Marseille,FRA,1682.05
2015-03-01,Mersin Idman Yurdu,TUR,1496.02
2015-03-01,Metz,FRA,1482.03
2015-03-01,MGladbach,GER,1760.85
2015-03-01,Middlesbrough,ENG,1556.4
2015-03-01,Milan,ITA,1692.9
2015-03-01,Modena,ITA,1436.15
2015-03-01,Monaco,FRA,1754.94
2015-03-01,Montpellier,FRA,1634.98
2015-03-01,Munich 1860,GER,1445.11
2015-03-01,Nancy,FRA,1512.83
2015-03-01,Nantes,FRA,1564.75
2015-03-01,Napoli,ITA,1781.3
2015-03-01,Newcastle,ENG,1656.39
2015-03-01,Nice,FRA,1575.49
2015-03-01,Nimes,FRA,1433.18
2015-03-01,Norwich,ENG,1593.29
2015-03-01,Nottm Forest,ENG,1488.2
2015-03-01,Numancia,ESP,1579.02
2015-03-01,Nurnberg,GER,1540.44
2015-03-01,Osasuna,ESP,1561.4
2015-03-01,Paderborn,GER,1585.79
2015-03-01,Palermo,ITA,1628.48
2015-03-01,Paris SG,FRA,1836.19
2015-03-01,Parma,ITA,1549.72
2015-03-01,Perugia,ITA,1398.0
2015-03-01,Pescara,ITA,1453.51
2015-03-01,QPR,ENG,1556.32
2015-03-01,RB Leipzig,GER,1444.18
2015-03-01,Reading,ENG,1434.95
2015-03-01,Real Madrid,ESP,2072.2
2015-03-01,Recreativo,ESP,1477.89
2015-03-01,Reims,FRA,1539.91
2015-03-01,Rennes,FRA,1568.12
2015-03-01,Rizespor,TUR,1455.11
2015-03-01,Roma,ITA,1782.56
2015-03-01,Sampdoria,ITA,1623.43
2015-03-01,Santander,ESP,1498.9
2015-03-01,Sassuolo,ITA,1589.68
2015-03-01,Schalke 04,GER,1761.11
2015-03-01,Sevilla,ESP,1830.8
2015-03-01,Sivasspor,TUR,1505.62
2015-03-01,Sochaux,FRA,1514.88
2015-03-01,Sociedad,ESP,1744.02
2015-03-01,Southampton,ENG,1740.05
2015-03-01,Sp Gijon,ESP,1651.3
2015-03-01,Spezia,ITA,1438.11
2015-03-01,St Etienne,FRA,1668.24
2015-03-01,St Pauli,GER,1397.42
2015-03-01,Stoke,ENG,1694.72
2015-03-01,Stuttgart,GER,1609.88
2015-03-01,Sunderland,ENG,1612.82
2015-03-01,Swansea,ENG,1675.73
2015-03-01,Tenerife,ESP,1509.42
2015-03-01,Torino,ITA,1687.97
2015-03-01,Tottenham,ENG,1754.45
2015-03-01,Toulouse,FRA,1550.16
2015-03-01,Trabzonspor,TUR,1591.4
2015-03-01,Troyes,FRA,1540.82
2015-03-01,Udinese,ITA,1616.28
2015-03-01,Union Berlin,GER,1470.17
2015-03-01,Valencia,ESP,1853.27
2015-03-01,Valenciennes,FRA,1397.16
2015-03-01,Valladolid,ESP,1680.86
2015-03-01,Vallecano,ESP,1678.69
2015-03-01,Verona,ITA,1573.62
2015-03-01,Vicenza,ITA,1444.16
2015-03-01,Villarreal,ESP,1820.82
2015-03-01,Watford,ENG,1544.31
2015-03-01,Werder Bremen,GER,1674.14
2015-03-01,West Brom,ENG,1626.19
2015-03-01,West Ham,ENG,1684.27
2015-03-01,Wigan,ENG,1411.62
2015-03-01,Wolfsburg,GER,1849.97
2015-03-01,Wolves,ENG,1491.94
2015-03-01,Zaragoza,ESP,1588.02
2015-03-15,Ajaccio,FRA,1426.4
2015-03-15,Akhisar Belediyespor,TUR,1465.07
2015-03-15,Alaves,ESP,1547.14
2015-03-15,Albacete,ESP,1500.64
2015-03-15,Almeria,ESP,1649.1
2015-03-15,Angers,FRA,1508.47
2015-03-15,Arles,FRA,1349.73
2015-03-15,Arsenal,ENG,1848.06
2015-03-15,Aston Villa,ENG,1590.32
2015-03-15,Atalanta,ITA,1570.22
2015-03-15,Ath Bilbao,ESP,1771.06
2015-03-15,Ath Madrid,ESP,1951.37
2015-03-15,Augsburg,GER,1714.42
2015-03-15,Auxerre,FRA,1472.13
2015-03-15,Balikesirspor,TUR,1382.79
2015-03-15,Barcelona,ESP,2032.47
2015-03-15,Bari,ITA,1433.35
2015-03-15,Bastia,FRA,1586.13
2015-03-15,Bayern Munich,GER,2053.39
2015-03-15,Besiktas,TUR,1669.15
2015-03-15,Betis,ESP,1679.98
2015-03-15,Birmingham,ENG,1438.16
2015-03-15,Blackburn,ENG,1513.81
2015-03-15,Blackpool,ENG,1307.63
2015-03-15,Bochum,GER,1463.38
2015-03-15,Bologna,ITA,1521.06
2015-03-15,Bolton,ENG,1453.23
2015-03-15,Bordeaux,FRA,1636.85
2015-03-15,Bournemouth,ENG,1563.56
2015-03-15,Braunschweig,GER,1508.58
2015-03-15,Brentford,ENG,1483.63
2015-03-15,Brescia,ITA,1386.4
2015-03-15,Brest,FRA,1521.14
2015-03-15,Brighton,ENG,1469.65
2015-03-15,Burnley,ENG,1580.27
2015-03-15,Bursaspor,TUR,1574.46
2015-03-15,Buyuksehyr,TUR,1522.9
2015-03-15,Caen,FRA,1578.13
2015-03-15,Cagliari,ITA,1538.68
2015-03-15,Cardiff,ENG,1472.43
2015-03-15,Carpi,ITA,1506.08
2015-03-15,Catania,ITA,1446.14
2015-03-15,Celta,ESP,1724.13
2015-03-15,Cesena,ITA,1482.04
2015-03-15,Charlton,ENG,1453.0
2015-03-15,Chelsea,ENG,1917.28
2015-03-15,Chievo,ITA,1564.52
2015-03-15,Clermont,FRA,1389.93
2015-03-15,Cordoba,ESP,1584.75
2015-03-15,Crotone,ITA,1393.06
2015-03-15,Crystal Palace,ENG,1632.45
2015-03-15,Darmstadt,GER,1508.81
2015-03-15,Derby,ENG,1577.27
2015-03-15,Dijon,FRA,1508.59
2015-03-15,Dortmund,GER,1811.08
2015-03-15,Eibar,ESP,1632.36
2015-03-15,Ein Frankfurt,GER,1682.7
2015-03-15,Elche,ESP,1665.32
2015-03-15,Empoli,ITA,1574.58
2015-03-15,Erciyesspor,TUR,1419.35
2015-03-15,Eskisehirspor,TUR,1480.32
2015-03-15,Espanol,ESP,1707.96
2015-03-15,Everton,ENG,1725.66
2015-03-15,Evian Thonon Gaillard,FRA,1552.15
2015-03-15,FC Koln,GER,1649.67
2015-03-15,Fenerbahce,TUR,1702.88
2015-03-15,Fiorentina,ITA,1740.77
2015-03-15,Fortuna Dusseldorf,GER,1527.23
2015-03-15,Freiburg,GER,1646.16
2015-03-15,Frosinone,ITA,1407.48
2015-03-15,Fulham,ENG,1450.55
2015-03-15,Galatasaray,TUR,1653.38
2015-03-15,Gaziantepspor,TUR,1449.57
2015-03-15,Genclerbirligi,TUR,1503.15
2015-03-15,Genoa,ITA,1639.88
2015-03-15,Getafe,ESP,1688.47
2015-03-15,Girona,ESP,1618.38
2015-03-15,Granada,ESP,1635.68
2015-03-15,Greuther Furth,GER,1485.74
2015-03-15,Guingamp,FRA,1569.78
2015-03-15,Hamburg,GER,1616.86
2015-03-15,Hannover,GER,1654.19
2015-03-15,Heidenheim,GER,1434.16
2015-03-15,Hertha,GER,1630.5
2015-03-15,Hoffenheim,GER,1708.7
2015-03-15,Huddersfield,ENG,1406.48
2015-03-15,Hull,ENG,1573.6
2015-03-15,Ingolstadt,GER,1557.22
2015-03-15,Inter,ITA,1687.8
2015-03-15,Ipswich,ENG,1515.65
2015-03-15,Juventus,ITA,1911.91
2015-03-15,Kaiserslautern,GER,1570.68
2015-03-15,Karabukspor,TUR,1451.88
2015-03-15,Karlsruhe,GER,1538.34
2015-03-15,Kasimpasa,TUR,1503.66
2015-03-15,Konyaspor,TUR,1459.95
2015-03-15,La Coruna,ESP,1638.3
2015-03-15,Las Palmas,ESP,1640.26
2015-03-15,Lazio,ITA,1718.52
2015-03-15,Le Havre,FRA,1480.56
2015-03-15,Leeds,ENG,1449.87
2015-03-15,Leganes,ESP,1526.85
2015-03-15,Leicester,ENG,1573.89
2015-03-15,Lens,FRA,1494.64
2015-03-15,Levante,ESP,1681.77
2015-03-15,Leverkusen,GER,1810.97
2015-03-15,Lille,FRA,1652.58
2015-03-15,Liverpool,ENG,1822.76
2015-03-15,Livorno,ITA,1465.16
2015-03-15,Lorient,FRA,1581.39
2015-03-15,Lyon,FRA,1764.1
2015-03-15,Mainz,GER,1689.89
2015-03-15,Malaga,ESP,1750.04
2015-03-15,Mallorca,ESP,1554.74
2015-03-15,Man City,ENG,1889.18
2015-03-15,Man United,ENG,1828.84
2015-03-15,Marseille,FRA,1701.1
2015-03-15,Mersin Idman Yurdu,TUR,1475.69
2015-03-15,Metz,FRA,1477.08
2015-03-15,MGladbach,GER,1767.77
2015-03-15,Middlesbrough,ENG,1560.7
2015-03-15,Milan,ITA,1687.08
2015-03-15,Modena,ITA,1447.64
2015-03-15,Monaco,FRA,1772.12
2015-03-15,Montpellier,FRA,1636.91
2015-03-15,Munich 1860,GER,1462.75
2015-03-15,Nancy,FRA,1505.89
2015-03-15,Nantes,FRA,1572.14
2015-03-15,Napoli,ITA,1775.59
2015-03-15,Newcastle,ENG,1648.51
2015-03-15,Nice,FRA,1558.77
2015-03-15,Nimes,FRA,1457.59
2015-03-15,Norwich,ENG,1589.44
2015-03-15,Nottm Forest,ENG,1487.25
2015-03-15,Numancia,ESP,1570.77
2015-03-15,Nurnberg,GER,1526.17
2015-03-15,Osasuna,ESP,1547.78
2015-03-15,Paderborn,GER,1569.66
2015-03-15,Palermo,ITA,1618.43
2015-03-15,Paris SG,FRA,1854.48
2015-03-15,Parma,ITA,1547.29
2015-03-15,Perugia,ITA,1395.23
2015-03-15,Pescara,ITA,1466.37
2015-03-15,QPR,ENG,1539.32
2015-03-15,RB Leipzig,GER,1459.07
2015-03-15,Reading,ENG,1435.01
2015-03-15,Real Madrid,ESP,2050.14
2015-03-15,Recreativo,ESP,1487.14
2015-03-15,Reims,FRA,1548.11
2015-03-15,Rennes,FRA,1577.2
2015-03-15,Rizespor,TUR,1460.48
2015-03-15,Roma,ITA,1781.08
2015-03-15,Sampdoria,ITA,1637.14
2015-03-15,Santander,ESP,1503.14
2015-03-15,Sassuolo,ITA,1575.15
2015-03-15,Schalke 04,GER,1770.36
2015-03-15,Sevilla,ESP,1851.45
2015-03-15,Sivasspor,TUR,1490.66
2015-03-15,Sochaux,FRA,1515.38
2015-03-15,Sociedad,ESP,1743.82
2015-03-15,Southampton,ENG,1741.74
2015-03-15,Sp Gijon,ESP,1655.74
2015-03-15,Spezia,ITA,1458.99
2015-03-15,St Etienne,FRA,1684.04
2015-03-15,St Pauli,GER,1418.03
2015-03-15,Stoke,ENG,1693.75
2015-03-15,Stuttgart,GER,1606.96
2015-03-15,Sunderland,ENG,1589.09
2015-03-15,Swansea,ENG,1668.32
2015-03-15,Tenerife,ESP,1523.08
2015-03-15,Torino,ITA,1679.24
2015-03-15,Tottenham,ENG,1760.93
2015-03-15,Toulouse,FRA,1532.59
2015-03-15,Trabzonspor,TUR,1606.92
2015-03-15,Troyes,FRA,1550.33
2015-03-15,Udinese,ITA,1613.61
2015-03-15,Union Berlin,GER,1454.69
2015-03-15,Valencia,ESP,1865.99
2015-03-15,Valenciennes,FRA,1411.66
2015-03-15,Valladolid,ESP,1675.91
2015-03-15,Vallecano,ESP,1683.61
2015-03-15,Verona,ITA,1585.81
2015-03-15,Vicenza,ITA,1442.97
2015-03-15,Villarreal,ESP,1821.24
2015-03-15,Watford,ENG,1553.51
2015-03-15,Werder Bremen,GER,1676.37
2015-03-15,West Brom,ENG,1624.26
2015-03-15,West Ham,ENG,1672.36
2015-03-15,Wigan,ENG,1423.14
2015-03-15,Wolfsburg,GER,1855.25
2015-03-15,Wolves,ENG,1485.27
2015-03-15,Zaragoza,ESP,1573.71
2015-04-01,Ajaccio,FRA,1412.04
2015-04-01,Akhisar Belediyespor,TUR,1452.4
2015-04-01,Alaves,ESP,1556.4
2015-04-01,Albacete,ESP,1518.41
2015-04-01,Almeria,ESP,1648.56
2015-04-01,Angers,FRA,1510.78
2015-04-01,Arles,FRA,1347.52
2015-04-01,Arsenal,ENG,1857.07
2015-04-01,Aston Villa,ENG,1578.67
2015-04-01,Atalanta,ITA,1580.74
2015-04-01,Ath Bilbao,ESP,1775.06
2015-04-01,Ath Madrid,ESP,1954.04
2015-04-01,Augsburg,GER,1699.23
2015-04-01,Auxerre,FRA,1463.21
2015-04-01,Balikesirspor,TUR,1391.23
2015-04-01,Barcelona,ESP,2041.01
2015-04-01,Bari,ITA,1445.45
2015-04-01,Bastia,FRA,1580.3
2015-04-01,Bayern Munich,GER,2028.49
2015-04-01,Besiktas,TUR,1643.48
2015-04-01,Betis,ESP,1682.02
2015-04-01,Birmingham,ENG,1425.85
2015-04-01,Blackburn,ENG,1489.09
2015-04-01,Blackpool,ENG,1296.85
2015-04-01,Bochum,GER,1471.45
2015-04-01,Bologna,ITA,1527.35
2015-04-01,Bolton,ENG,1444.63
2015-04-01,Bordeaux,FRA,1636.12
2015-04-01,Bournemouth,ENG,1570.35
2015-04-01,Braunschweig,GER,1512.68
2015-04-01,Brentford,ENG,1484.46
2015-04-01,Brescia,ITA,1383.33
2015-04-01,Brest,FRA,1513.9
2015-04-01,Brighton,ENG,1473.98
2015-04-01,Burnley,ENG,1571.61
2015-04-01,Bursaspor,TUR,1552.28
2015-04-01,Buyuksehyr,TUR,1524.33
2015-04-01,Caen,FRA,1570.17
2015-04-01,Cagliari,ITA,1538.66
2015-04-01,Cardiff,ENG,1477.67
2015-04-01,Carpi,ITA,1525.46
2015-04-01,Catania,ITA,1447.48
2015-04-01,Celta,ESP,1733.87
2015-04-01,Cesena,ITA,1489.68
2015-04-01,Charlton,ENG,1464.89
2015-04-01,Chelsea,ENG,1909.71
2015-04-01,Chievo,ITA,1593.36
2015-04-01,Clermont,FRA,1397.52
2015-04-01,Cordoba,ESP,1577.49
2015-04-01,Crotone,ITA,1406.21
2015-04-01,Crystal Palace,ENG,1639.63
2015-04-01,Darmstadt,GER,1496.55
2015-04-01,Derby,ENG,1551.37
2015-04-01,Dijon,FRA,1500.79
2015-04-01,Dortmund,GER,1801.5
2015-04-01,Eibar,ESP,1635.39
2015-04-01,Ein Frankfurt,GER,1667.72
2015-04-01,Elche,ESP,1651.22
2015-04-01,Empoli,ITA,1589.09
2015-04-01,Erciyesspor,TUR,1393.12
2015-04-01,Eskisehirspor,TUR,1465.92
2015-04-01,Espanol,ESP,1708.91
2015-04-01,Everton,ENG,1714.8
2015-04-01,Evian Thonon Gaillard,FRA,1557.13
2015-04-01,FC Koln,GER,1645.78
2015-04-01,Fenerbahce,TUR,1689.36
2015-04-01,Fiorentina,ITA,1771.22
2015-04-01,Fortuna Dusseldorf,GER,1521.47
2015-04-01,Freiburg,GER,1650.94
2015-04-01,Frosinone,ITA,1426.59
2015-04-01,Fulham,ENG,1442.5
2015-04-01,Galatasaray,TUR,1651.51
2015-04-01,Gaziantepspor,TUR,1466.29
2015-04-01,Genclerbirligi,TUR,1498.27
2015-04-01,Genoa,ITA,1626.66
2015-04-01,Getafe,ESP,1677.88
2015-04-01,Girona,ESP,1616.37
2015-04-01,Granada,ESP,1633.7
2015-04-01,Greuther Furth,GER,1481.74
2015-04-01,Guingamp,FRA,1568.83
2015-04-01,Hamburg,GER,1604.71
2015-04-01,Hannover,GER,1639.85
2015-04-01,Heidenheim,GER,1438.59
2015-04-01,Hertha,GER,1636.54
2015-04-01,Hoffenheim,GER,1703.29
2015-04-01,Huddersfield,ENG,1393.91
2015-04-01,Hull,ENG,1567.26
2015-04-01,Ingolstadt,GER,1540.74
2015-04-01,Inter,ITA,1676.5
2015-04-01,Ipswich,ENG,1527.06
2015-04-01,Juventus,ITA,1930.36
2015-04-01,Kaiserslautern,GER,1568.75
2015-04-01,Karabukspor,TUR,1434.9
2015-04-01,Karlsruhe,GER,1548.43
2015-04-01,Kasimpasa,TUR,1490.45
2015-04-01,Konyaspor,TUR,1461.85
2015-04-01,La Coruna,ESP,1638.4
2015-04-01,Las Palmas,ESP,1621.95
2015-04-01,Lazio,ITA,1740.66
2015-04-01,Le Havre,FRA,1471.48
2015-04-01,Leeds,ENG,1458.65
2015-04-01,Leganes,ESP,1545.94
2015-04-01,Leicester,ENG,1566.85
2015-04-01,Lens,FRA,1481.84
2015-04-01,Levante,ESP,1671.9
2015-04-01,Leverkusen,GER,1816.41
2015-04-01,Lille,FRA,1648.97
2015-04-01,Liverpool,ENG,1815.17
2015-04-01,Livorno,ITA,1451.56
2015-04-01,Lorient,FRA,1575.54
2015-04-01,Lyon,FRA,1746.24
2015-04-01,Mainz,GER,1690.03
2015-04-01,Malaga,ESP,1747.01
2015-04-01,Mallorca,ESP,1545.11
2015-04-01,Man City,ENG,1886.53
2015-04-01,Man United,ENG,1842.46
2015-04-01,Marseille,FRA,1706.98
2015-04-01,Mersin Idman Yurdu,TUR,1449.41
2015-04-01,Metz,FRA,1478.26
2015-04-01,MGladbach,GER,1792.33
2015-04-01,Middlesbrough,ENG,1554.53
2015-04-01,Milan,ITA,1691.68
2015-04-01,Modena,ITA,1441.81
2015-04-01,Monaco,FRA,1766.25
2015-04-01,Montpellier,FRA,1625.16
2015-04-01,Munich 1860,GER,1457.14
2015-04-01,Nancy,FRA,1508.04
2015-04-01,Nantes,FRA,1570.66
2015-04-01,Napoli,ITA,1762.76
2015-04-01,Newcastle,ENG,1631.97
